jahr,gemeinde_bfs_nr,gemeinde,stadtkreis_bfs_nr,stadtkreis,quartier_bfs_nr,quartier,staatenkleingruppe,region,anzahl,anzahl_ist_kleingruppe
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Australien und Ozeanien,übrige Kontinente,,true
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Bosnien u. Herzegowina,Südosteuropa,,true
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Deutschland,"Nord-, Mittel- und Westeuropa",298,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Italien,Südeuropa,211,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Kosovo,Südosteuropa,85,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Mazedonien,Südosteuropa,103,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Österreich,"Nord-, Mittel- und Westeuropa",39,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Osteuropa und Russland,Osteuropa,,true
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Portugal,Südeuropa,59,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Schweiz,"Nord-, Mittel- und Westeuropa",4949,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Serbien,Südosteuropa,83,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Spanien,Südeuropa,39,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Türkei,Osteuropa,69,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",77,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,übriges Südosteuropa,Südosteuropa,44,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,unbekannt,unbekannt,4,false
2020,230,Winterthur,2,Oberwinterthur,210,Talacker,Westeuropa,"Nord-, Mittel- und Westeuropa",45,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Afrika,übrige Kontinente,68,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Amerika,übrige Kontinente,38,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Asien,übrige Kontinente,94,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Bosnien u. Herzegowina,Südosteuropa,23,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Deutschland,"Nord-, Mittel- und Westeuropa",178,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Italien,Südeuropa,210,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Kosovo,Südosteuropa,39,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Mazedonien,Südosteuropa,59,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,1,Stadt,140,Tössfeld,Österreich,"Nord-, Mittel- und Westeuropa",25,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Osteuropa und Russland,Osteuropa,,true
2020,230,Winterthur,1,Stadt,140,Tössfeld,Portugal,Südeuropa,27,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Schweiz,"Nord-, Mittel- und Westeuropa",3021,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Serbien,Südosteuropa,45,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Spanien,Südeuropa,30,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Türkei,Osteuropa,64,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",48,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,übriges Südosteuropa,Südosteuropa,35,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,unbekannt,unbekannt,1,false
2020,230,Winterthur,1,Stadt,140,Tössfeld,Westeuropa,"Nord-, Mittel- und Westeuropa",31,false
2020,230,Winterthur,3,Seen,320,Waldegg,Afrika,übrige Kontinente,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Amerika,übrige Kontinente,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Asien,übrige Kontinente,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Deutschland,"Nord-, Mittel- und Westeuropa",27,false
2020,230,Winterthur,3,Seen,320,Waldegg,Italien,Südeuropa,33,false
2020,230,Winterthur,3,Seen,320,Waldegg,Kosovo,Südosteuropa,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Mazedonien,Südosteuropa,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,3,Seen,320,Waldegg,Österreich,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,3,Seen,320,Waldegg,Osteuropa und Russland,Osteuropa,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Portugal,Südeuropa,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Schweiz,"Nord-, Mittel- und Westeuropa",1088,false
2020,230,Winterthur,3,Seen,320,Waldegg,Serbien,Südosteuropa,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Spanien,Südeuropa,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Türkei,Osteuropa,,true
2020,230,Winterthur,3,Seen,320,Waldegg,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,3,Seen,320,Waldegg,übriges Südosteuropa,Südosteuropa,,true
2020,230,Winterthur,3,Seen,320,Waldegg,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,3,Seen,310,Waser,Afrika,übrige Kontinente,50,false
2020,230,Winterthur,3,Seen,310,Waser,Amerika,übrige Kontinente,26,false
2020,230,Winterthur,3,Seen,310,Waser,Asien,übrige Kontinente,113,false
2020,230,Winterthur,3,Seen,310,Waser,Australien und Ozeanien,übrige Kontinente,,true
2020,230,Winterthur,3,Seen,310,Waser,Bosnien u. Herzegowina,Südosteuropa,27,false
2020,230,Winterthur,3,Seen,310,Waser,Deutschland,"Nord-, Mittel- und Westeuropa",194,false
2020,230,Winterthur,3,Seen,310,Waser,Italien,Südeuropa,305,false
2020,230,Winterthur,3,Seen,310,Waser,Kosovo,Südosteuropa,121,false
2020,230,Winterthur,3,Seen,310,Waser,Mazedonien,Südosteuropa,76,false
2020,230,Winterthur,3,Seen,310,Waser,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,3,Seen,310,Waser,Österreich,"Nord-, Mittel- und Westeuropa",25,false
2020,230,Winterthur,3,Seen,310,Waser,Osteuropa und Russland,Osteuropa,,true
2020,230,Winterthur,3,Seen,310,Waser,Portugal,Südeuropa,55,false
2020,230,Winterthur,3,Seen,310,Waser,Schweiz,"Nord-, Mittel- und Westeuropa",4165,false
2020,230,Winterthur,3,Seen,310,Waser,Serbien,Südosteuropa,50,false
2020,230,Winterthur,3,Seen,310,Waser,Spanien,Südeuropa,30,false
2020,230,Winterthur,3,Seen,310,Waser,Türkei,Osteuropa,129,false
2020,230,Winterthur,3,Seen,310,Waser,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",54,false
2020,230,Winterthur,3,Seen,310,Waser,übriges Südosteuropa,Südosteuropa,25,false
2020,230,Winterthur,3,Seen,310,Waser,Westeuropa,"Nord-, Mittel- und Westeuropa",23,false
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Afrika,übrige Kontinente,63,false
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Amerika,übrige Kontinente,,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Asien,übrige Kontinente,42,false
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Bosnien u. Herzegowina,Südosteuropa,,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Deutschland,"Nord-, Mittel- und Westeuropa",33,false
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Italien,Südeuropa,50,false
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Kosovo,Südosteuropa,27,false
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Mazedonien,Südosteuropa,21,false
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Österreich,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Osteuropa und Russland,Osteuropa,,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Portugal,Südeuropa,,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Schweiz,"Nord-, Mittel- und Westeuropa",880,false
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Serbien,Südosteuropa,,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Spanien,Südeuropa,,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Türkei,Osteuropa,,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,übriges Südosteuropa,Südosteuropa,,true
2020,230,Winterthur,6,Wülflingen,610,Weinberg,unbekannt,unbekannt,1,false
2020,230,Winterthur,6,Wülflingen,610,Weinberg,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Afrika,übrige Kontinente,41,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Amerika,übrige Kontinente,23,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Asien,übrige Kontinente,63,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Bosnien u. Herzegowina,Südosteuropa,,true
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Deutschland,"Nord-, Mittel- und Westeuropa",141,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Italien,Südeuropa,121,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Kosovo,Südosteuropa,24,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Mazedonien,Südosteuropa,34,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Österreich,"Nord-, Mittel- und Westeuropa",,true
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Osteuropa und Russland,Osteuropa,,true
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Portugal,Südeuropa,36,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Schweiz,"Nord-, Mittel- und Westeuropa",2112,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Serbien,Südosteuropa,41,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Spanien,Südeuropa,24,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Türkei,Osteuropa,71,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",51,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,übriges Südosteuropa,Südosteuropa,,true
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,unbekannt,unbekannt,3,false
2020,230,Winterthur,2,Oberwinterthur,260,Zinzikon,Westeuropa,"Nord-, Mittel- und Westeuropa",24,false
2019,230,Winterthur,1,Stadt,110,Altstadt,Afrika,übrige Kontinente,25,false
2019,230,Winterthur,1,Stadt,110,Altstadt,Amerika,übrige Kontinente,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,Asien,übrige Kontinente,25,false
2019,230,Winterthur,1,Stadt,110,Altstadt,Australien und Ozeanien,übrige Kontinente,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,Deutschland,"Nord-, Mittel- und Westeuropa",100,false
2019,230,Winterthur,1,Stadt,110,Altstadt,Italien,Südeuropa,31,false
2019,230,Winterthur,1,Stadt,110,Altstadt,Kosovo,Südosteuropa,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,Mazedonien,Südosteuropa,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,1,Stadt,110,Altstadt,Österreich,"Nord-, Mittel- und Westeuropa",23,false
2019,230,Winterthur,1,Stadt,110,Altstadt,Osteuropa und Russland,Osteuropa,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,Portugal,Südeuropa,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,Schweiz,"Nord-, Mittel- und Westeuropa",1713,false
2019,230,Winterthur,1,Stadt,110,Altstadt,Serbien,Südosteuropa,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,Spanien,Südeuropa,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,Türkei,Osteuropa,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,1,Stadt,110,Altstadt,übriges Südosteuropa,Südosteuropa,,true
2019,230,Winterthur,1,Stadt,110,Altstadt,unbekannt,unbekannt,1,false
2019,230,Winterthur,1,Stadt,110,Altstadt,Westeuropa,"Nord-, Mittel- und Westeuropa",31,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Afrika,übrige Kontinente,70,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Amerika,übrige Kontinente,36,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Asien,übrige Kontinente,119,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Australien und Ozeanien,übrige Kontinente,,true
2019,230,Winterthur,5,Veltheim,520,Blumenau,Bosnien u. Herzegowina,Südosteuropa,,true
2019,230,Winterthur,5,Veltheim,520,Blumenau,Deutschland,"Nord-, Mittel- und Westeuropa",209,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Italien,Südeuropa,149,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Kosovo,Südosteuropa,83,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Mazedonien,Südosteuropa,100,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,5,Veltheim,520,Blumenau,Österreich,"Nord-, Mittel- und Westeuropa",37,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Osteuropa und Russland,Osteuropa,,true
2019,230,Winterthur,5,Veltheim,520,Blumenau,Portugal,Südeuropa,49,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Schweiz,"Nord-, Mittel- und Westeuropa",3335,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Serbien,Südosteuropa,44,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Spanien,Südeuropa,38,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Türkei,Osteuropa,56,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",43,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,übriges Südosteuropa,Südosteuropa,,true
2019,230,Winterthur,5,Veltheim,520,Blumenau,unbekannt,unbekannt,3,false
2019,230,Winterthur,5,Veltheim,520,Blumenau,Westeuropa,"Nord-, Mittel- und Westeuropa",49,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,Afrika,übrige Kontinente,,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,Amerika,übrige Kontinente,,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,Asien,übrige Kontinente,36,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,Bosnien u. Herzegowina,Südosteuropa,,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,Deutschland,"Nord-, Mittel- und Westeuropa",157,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,Italien,Südeuropa,52,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,Kosovo,Südosteuropa,,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,Mazedonien,Südosteuropa,32,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,Österreich,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,Osteuropa und Russland,Osteuropa,,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,Portugal,Südeuropa,26,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,Schweiz,"Nord-, Mittel- und Westeuropa",1812,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,Serbien,Südosteuropa,,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,Spanien,Südeuropa,22,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,Türkei,Osteuropa,,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",25,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,übriges Südosteuropa,Südosteuropa,,true
2019,230,Winterthur,1,Stadt,150,Brühlberg,unbekannt,unbekannt,1,false
2019,230,Winterthur,1,Stadt,150,Brühlberg,Westeuropa,"Nord-, Mittel- und Westeuropa",36,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Afrika,übrige Kontinente,49,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Amerika,übrige Kontinente,23,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Asien,übrige Kontinente,118,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Bosnien u. Herzegowina,Südosteuropa,,true
2019,230,Winterthur,3,Seen,315,Büelwiesen,Deutschland,"Nord-, Mittel- und Westeuropa",120,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Italien,Südeuropa,174,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Kosovo,Südosteuropa,69,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Mazedonien,Südosteuropa,45,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,3,Seen,315,Büelwiesen,Österreich,"Nord-, Mittel- und Westeuropa",25,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Osteuropa und Russland,Osteuropa,,true
2019,230,Winterthur,3,Seen,315,Büelwiesen,Portugal,Südeuropa,30,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Schweiz,"Nord-, Mittel- und Westeuropa",2225,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Serbien,Südosteuropa,39,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,Spanien,Südeuropa,,true
2019,230,Winterthur,3,Seen,315,Büelwiesen,Türkei,Osteuropa,83,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",42,false
2019,230,Winterthur,3,Seen,315,Büelwiesen,übriges Südosteuropa,Südosteuropa,,true
2019,230,Winterthur,3,Seen,315,Büelwiesen,Westeuropa,"Nord-, Mittel- und Westeuropa",21,false
2019,230,Winterthur,4,Töss,420,Dättnau,Afrika,übrige Kontinente,21,false
2019,230,Winterthur,4,Töss,420,Dättnau,Amerika,übrige Kontinente,,true
2019,230,Winterthur,4,Töss,420,Dättnau,Asien,übrige Kontinente,75,false
2019,230,Winterthur,4,Töss,420,Dättnau,Bosnien u. Herzegowina,Südosteuropa,,true
2019,230,Winterthur,4,Töss,420,Dättnau,Deutschland,"Nord-, Mittel- und Westeuropa",134,false
2019,230,Winterthur,4,Töss,420,Dättnau,Italien,Südeuropa,181,false
2019,230,Winterthur,4,Töss,420,Dättnau,Kosovo,Südosteuropa,78,false
2019,230,Winterthur,4,Töss,420,Dättnau,Mazedonien,Südosteuropa,143,false
2019,230,Winterthur,4,Töss,420,Dättnau,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,4,Töss,420,Dättnau,Österreich,"Nord-, Mittel- und Westeuropa",25,false
2019,230,Winterthur,4,Töss,420,Dättnau,Osteuropa und Russland,Osteuropa,,true
2019,230,Winterthur,4,Töss,420,Dättnau,Portugal,Südeuropa,27,false
2019,230,Winterthur,4,Töss,420,Dättnau,Schweiz,"Nord-, Mittel- und Westeuropa",2554,false
2019,230,Winterthur,4,Töss,420,Dättnau,Serbien,Südosteuropa,46,false
2019,230,Winterthur,4,Töss,420,Dättnau,Spanien,Südeuropa,21,false
2019,230,Winterthur,4,Töss,420,Dättnau,Türkei,Osteuropa,98,false
2019,230,Winterthur,4,Töss,420,Dättnau,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",52,false
2019,230,Winterthur,4,Töss,420,Dättnau,übriges Südosteuropa,Südosteuropa,,true
2019,230,Winterthur,4,Töss,420,Dättnau,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Afrika,übrige Kontinente,129,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Amerika,übrige Kontinente,53,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Asien,übrige Kontinente,186,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Australien und Ozeanien,übrige Kontinente,,true
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Bosnien u. Herzegowina,Südosteuropa,,true
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Deutschland,"Nord-, Mittel- und Westeuropa",307,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Italien,Südeuropa,196,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Kosovo,Südosteuropa,32,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Mazedonien,Südosteuropa,95,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Österreich,"Nord-, Mittel- und Westeuropa",48,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Osteuropa und Russland,Osteuropa,,true
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Portugal,Südeuropa,41,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Schweiz,"Nord-, Mittel- und Westeuropa",5590,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Serbien,Südosteuropa,37,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Spanien,Südeuropa,52,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Türkei,Osteuropa,77,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",82,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,übriges Südosteuropa,Südosteuropa,26,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,unbekannt,unbekannt,2,false
2019,230,Winterthur,7,Mattenbach,710,Deutweg,Westeuropa,"Nord-, Mittel- und Westeuropa",72,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Afrika,übrige Kontinente,86,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Amerika,übrige Kontinente,34,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Asien,übrige Kontinente,134,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Bosnien u. Herzegowina,Südosteuropa,27,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Deutschland,"Nord-, Mittel- und Westeuropa",177,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Italien,Südeuropa,221,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Kosovo,Südosteuropa,71,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Mazedonien,Südosteuropa,160,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,4,Töss,430,Eichliacker,Österreich,"Nord-, Mittel- und Westeuropa",37,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Osteuropa und Russland,Osteuropa,,true
2019,230,Winterthur,4,Töss,430,Eichliacker,Portugal,Südeuropa,59,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Schweiz,"Nord-, Mittel- und Westeuropa",2759,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Serbien,Südosteuropa,63,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Spanien,Südeuropa,35,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Türkei,Osteuropa,144,false
2019,230,Winterthur,4,Töss,430,Eichliacker,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",73,false
2019,230,Winterthur,4,Töss,430,Eichliacker,übriges Südosteuropa,Südosteuropa,29,false
2019,230,Winterthur,4,Töss,430,Eichliacker,unbekannt,unbekannt,2,false
2019,230,Winterthur,4,Töss,430,Eichliacker,Westeuropa,"Nord-, Mittel- und Westeuropa",29,false
2019,230,Winterthur,3,Seen,370,Eidberg,Deutschland,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,3,Seen,370,Eidberg,Italien,Südeuropa,,true
2019,230,Winterthur,3,Seen,370,Eidberg,Schweiz,"Nord-, Mittel- und Westeuropa",158,false
2019,230,Winterthur,3,Seen,370,Eidberg,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,7,Mattenbach,730,Endliker,Afrika,übrige Kontinente,47,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Amerika,übrige Kontinente,,true
2019,230,Winterthur,7,Mattenbach,730,Endliker,Asien,übrige Kontinente,45,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Bosnien u. Herzegowina,Südosteuropa,,true
2019,230,Winterthur,7,Mattenbach,730,Endliker,Deutschland,"Nord-, Mittel- und Westeuropa",55,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Italien,Südeuropa,138,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Kosovo,Südosteuropa,69,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Mazedonien,Südosteuropa,39,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,7,Mattenbach,730,Endliker,Österreich,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,7,Mattenbach,730,Endliker,Osteuropa und Russland,Osteuropa,,true
2019,230,Winterthur,7,Mattenbach,730,Endliker,Portugal,Südeuropa,22,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Schweiz,"Nord-, Mittel- und Westeuropa",1590,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Serbien,Südosteuropa,41,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Spanien,Südeuropa,,true
2019,230,Winterthur,7,Mattenbach,730,Endliker,Türkei,Osteuropa,45,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",27,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,übriges Südosteuropa,Südosteuropa,,true
2019,230,Winterthur,7,Mattenbach,730,Endliker,unbekannt,unbekannt,4,false
2019,230,Winterthur,7,Mattenbach,730,Endliker,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2019,230,Winterthur,3,Seen,330,Ganzenbühl,Afrika,übrige Kontinente,37,false
2019,230,Winterthur,3,Seen,330,Ganzenbühl,Amerika,übrige Kontinente,,true
2019,230,Winterthur,3,Seen,330,Ganzenbühl,Asien,übrige Kontinente,50,false
2019,230,Winterthur,3,Seen,330,Ganzenbühl,Australien und Ozeanien,übrige Kontinente,,true
2019,230,Winterthur,3,Seen,330,Ganzenbühl,Bosnien u. Herzegowina,Südosteuropa,,true
2019,230,Winterthur,3,Seen,330,Ganzenbühl,Deutschland,"Nord-, Mittel- und Westeuropa",129,false
