jahr,gemeinde_bfs_nr,gemeinde,stadtkreis_bfs_nr,stadtkreis,quartier_bfs_nr,quartier,staatenkleingruppe,region,anzahl,anzahl_ist_kleingruppe
2022,230,Winterthur,3,Seen,330,Ganzenbühl,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",42,false
2022,230,Winterthur,3,Seen,330,Ganzenbühl,übriges Südosteuropa,Südosteuropa,27,false
2022,230,Winterthur,3,Seen,330,Ganzenbühl,Westeuropa,"Nord-, Mittel- und Westeuropa",26,false
2022,230,Winterthur,3,Seen,360,Gotzenwil,Amerika,übrige Kontinente,,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,Asien,übrige Kontinente,,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,Deutschland,"Nord-, Mittel- und Westeuropa",23,false
2022,230,Winterthur,3,Seen,360,Gotzenwil,Italien,Südeuropa,,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,Kosovo,Südosteuropa,,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,Österreich,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,Osteuropa und Russland,Osteuropa,,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,Portugal,Südeuropa,,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,Schweiz,"Nord-, Mittel- und Westeuropa",636,false
2022,230,Winterthur,3,Seen,360,Gotzenwil,Spanien,Südeuropa,,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,Türkei,Osteuropa,,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,übriges Südosteuropa,Südosteuropa,,true
2022,230,Winterthur,3,Seen,360,Gotzenwil,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Afrika,übrige Kontinente,36,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Amerika,übrige Kontinente,43,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Asien,übrige Kontinente,141,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Australien und Ozeanien,übrige Kontinente,,true
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Deutschland,"Nord-, Mittel- und Westeuropa",255,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Italien,Südeuropa,126,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Kosovo,Südosteuropa,31,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Mazedonien,Südosteuropa,35,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Österreich,"Nord-, Mittel- und Westeuropa",37,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Osteuropa und Russland,Osteuropa,24,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Portugal,Südeuropa,22,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Schweiz,"Nord-, Mittel- und Westeuropa",2502,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Serbien,Südosteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Spanien,Südeuropa,33,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Türkei,Osteuropa,41,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",88,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,übriges Südosteuropa,Südosteuropa,36,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,unbekannt,unbekannt,1,false
2022,230,Winterthur,2,Oberwinterthur,230,Grüze,Westeuropa,"Nord-, Mittel- und Westeuropa",54,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Afrika,übrige Kontinente,279,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Amerika,übrige Kontinente,48,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Asien,übrige Kontinente,194,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Bosnien u. Herzegowina,Südosteuropa,30,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Deutschland,"Nord-, Mittel- und Westeuropa",161,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Italien,Südeuropa,406,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Kosovo,Südosteuropa,94,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Mazedonien,Südosteuropa,229,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Österreich,"Nord-, Mittel- und Westeuropa",33,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Osteuropa und Russland,Osteuropa,95,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Portugal,Südeuropa,101,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Schweiz,"Nord-, Mittel- und Westeuropa",3594,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Serbien,Südosteuropa,113,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Spanien,Südeuropa,39,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Türkei,Osteuropa,171,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",112,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,übriges Südosteuropa,Südosteuropa,56,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,unbekannt,unbekannt,7,false
2022,230,Winterthur,2,Oberwinterthur,220,Guggenbühl,Westeuropa,"Nord-, Mittel- und Westeuropa",53,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Afrika,übrige Kontinente,94,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Amerika,übrige Kontinente,37,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Asien,übrige Kontinente,126,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Australien und Ozeanien,übrige Kontinente,,true
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Deutschland,"Nord-, Mittel- und Westeuropa",106,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Italien,Südeuropa,207,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Kosovo,Südosteuropa,102,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Mazedonien,Südosteuropa,108,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Österreich,"Nord-, Mittel- und Westeuropa",25,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Osteuropa und Russland,Osteuropa,46,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Portugal,Südeuropa,38,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Schweiz,"Nord-, Mittel- und Westeuropa",1943,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Serbien,Südosteuropa,74,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Spanien,Südeuropa,30,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Türkei,Osteuropa,166,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",66,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,übriges Südosteuropa,Südosteuropa,25,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,unbekannt,unbekannt,4,false
2022,230,Winterthur,7,Mattenbach,720,Gutschick,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,660,Hardau,Asien,übrige Kontinente,,true
2022,230,Winterthur,6,Wülflingen,660,Hardau,Italien,Südeuropa,,true
2022,230,Winterthur,6,Wülflingen,660,Hardau,Österreich,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,660,Hardau,Schweiz,"Nord-, Mittel- und Westeuropa",300,false
2022,230,Winterthur,6,Wülflingen,660,Hardau,Türkei,Osteuropa,,true
2022,230,Winterthur,6,Wülflingen,660,Hardau,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,670,Härti,Afrika,übrige Kontinente,68,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Amerika,übrige Kontinente,62,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Asien,übrige Kontinente,144,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,6,Wülflingen,670,Härti,Deutschland,"Nord-, Mittel- und Westeuropa",117,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Italien,Südeuropa,193,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Kosovo,Südosteuropa,117,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Mazedonien,Südosteuropa,125,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,670,Härti,Österreich,"Nord-, Mittel- und Westeuropa",22,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Osteuropa und Russland,Osteuropa,22,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Portugal,Südeuropa,53,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Schweiz,"Nord-, Mittel- und Westeuropa",2296,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Serbien,Südosteuropa,74,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Spanien,Südeuropa,59,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Türkei,Osteuropa,49,false
2022,230,Winterthur,6,Wülflingen,670,Härti,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",65,false
2022,230,Winterthur,6,Wülflingen,670,Härti,übriges Südosteuropa,Südosteuropa,40,false
2022,230,Winterthur,6,Wülflingen,670,Härti,unbekannt,unbekannt,2,false
2022,230,Winterthur,6,Wülflingen,670,Härti,Westeuropa,"Nord-, Mittel- und Westeuropa",30,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Afrika,übrige Kontinente,43,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Amerika,übrige Kontinente,22,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Asien,übrige Kontinente,115,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Deutschland,"Nord-, Mittel- und Westeuropa",169,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Italien,Südeuropa,108,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Kosovo,Südosteuropa,44,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Mazedonien,Südosteuropa,55,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Österreich,"Nord-, Mittel- und Westeuropa",24,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Osteuropa und Russland,Osteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Portugal,Südeuropa,,true
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Schweiz,"Nord-, Mittel- und Westeuropa",2787,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Serbien,Südosteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Spanien,Südeuropa,,true
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Türkei,Osteuropa,28,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",61,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,übriges Südosteuropa,Südosteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,unbekannt,unbekannt,2,false
2022,230,Winterthur,2,Oberwinterthur,250,Hegi,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Afrika,übrige Kontinente,50,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Amerika,übrige Kontinente,26,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Asien,übrige Kontinente,72,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Australien und Ozeanien,übrige Kontinente,,true
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Deutschland,"Nord-, Mittel- und Westeuropa",124,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Italien,Südeuropa,93,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Kosovo,Südosteuropa,23,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Mazedonien,Südosteuropa,24,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Österreich,"Nord-, Mittel- und Westeuropa",23,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Osteuropa und Russland,Osteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Portugal,Südeuropa,,true
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Schweiz,"Nord-, Mittel- und Westeuropa",1745,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Serbien,Südosteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Spanien,Südeuropa,26,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Türkei,Osteuropa,,true
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",48,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,übriges Südosteuropa,Südosteuropa,32,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,unbekannt,unbekannt,9,false
2022,230,Winterthur,2,Oberwinterthur,240,Hegmatten,Westeuropa,"Nord-, Mittel- und Westeuropa",38,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,Afrika,übrige Kontinente,,true
2022,230,Winterthur,1,Stadt,130,Heiligberg,Amerika,übrige Kontinente,,true
2022,230,Winterthur,1,Stadt,130,Heiligberg,Asien,übrige Kontinente,46,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,Australien und Ozeanien,übrige Kontinente,,true
2022,230,Winterthur,1,Stadt,130,Heiligberg,Deutschland,"Nord-, Mittel- und Westeuropa",167,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,Italien,Südeuropa,68,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,Kosovo,Südosteuropa,,true
2022,230,Winterthur,1,Stadt,130,Heiligberg,Mazedonien,Südosteuropa,,true
2022,230,Winterthur,1,Stadt,130,Heiligberg,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,1,Stadt,130,Heiligberg,Österreich,"Nord-, Mittel- und Westeuropa",30,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,Osteuropa und Russland,Osteuropa,170,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,Portugal,Südeuropa,,true
2022,230,Winterthur,1,Stadt,130,Heiligberg,Schweiz,"Nord-, Mittel- und Westeuropa",3249,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,Serbien,Südosteuropa,,true
2022,230,Winterthur,1,Stadt,130,Heiligberg,Spanien,Südeuropa,22,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,Türkei,Osteuropa,23,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",30,false
2022,230,Winterthur,1,Stadt,130,Heiligberg,übriges Südosteuropa,Südosteuropa,,true
2022,230,Winterthur,1,Stadt,130,Heiligberg,Westeuropa,"Nord-, Mittel- und Westeuropa",25,false
2022,230,Winterthur,3,Seen,380,Iberg,Afrika,übrige Kontinente,,true
2022,230,Winterthur,3,Seen,380,Iberg,Amerika,übrige Kontinente,,true
2022,230,Winterthur,3,Seen,380,Iberg,Asien,übrige Kontinente,,true
2022,230,Winterthur,3,Seen,380,Iberg,Deutschland,"Nord-, Mittel- und Westeuropa",36,false
2022,230,Winterthur,3,Seen,380,Iberg,Italien,Südeuropa,38,false
2022,230,Winterthur,3,Seen,380,Iberg,Kosovo,Südosteuropa,,true
2022,230,Winterthur,3,Seen,380,Iberg,Mazedonien,Südosteuropa,,true
2022,230,Winterthur,3,Seen,380,Iberg,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,3,Seen,380,Iberg,Österreich,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,3,Seen,380,Iberg,Osteuropa und Russland,Osteuropa,,true
2022,230,Winterthur,3,Seen,380,Iberg,Portugal,Südeuropa,,true
2022,230,Winterthur,3,Seen,380,Iberg,Schweiz,"Nord-, Mittel- und Westeuropa",1029,false
2022,230,Winterthur,3,Seen,380,Iberg,Spanien,Südeuropa,,true
2022,230,Winterthur,3,Seen,380,Iberg,Türkei,Osteuropa,,true
2022,230,Winterthur,3,Seen,380,Iberg,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,3,Seen,380,Iberg,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,1,Stadt,120,Lind,Afrika,übrige Kontinente,97,false
2022,230,Winterthur,1,Stadt,120,Lind,Amerika,übrige Kontinente,33,false
2022,230,Winterthur,1,Stadt,120,Lind,Asien,übrige Kontinente,83,false
2022,230,Winterthur,1,Stadt,120,Lind,Australien und Ozeanien,übrige Kontinente,,true
2022,230,Winterthur,1,Stadt,120,Lind,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,1,Stadt,120,Lind,Deutschland,"Nord-, Mittel- und Westeuropa",334,false
2022,230,Winterthur,1,Stadt,120,Lind,Italien,Südeuropa,136,false
2022,230,Winterthur,1,Stadt,120,Lind,Kosovo,Südosteuropa,28,false
2022,230,Winterthur,1,Stadt,120,Lind,Mazedonien,Südosteuropa,37,false
2022,230,Winterthur,1,Stadt,120,Lind,Nordeuropa,"Nord-, Mittel- und Westeuropa",21,false
2022,230,Winterthur,1,Stadt,120,Lind,Österreich,"Nord-, Mittel- und Westeuropa",33,false
2022,230,Winterthur,1,Stadt,120,Lind,Osteuropa und Russland,Osteuropa,99,false
2022,230,Winterthur,1,Stadt,120,Lind,Portugal,Südeuropa,,true
2022,230,Winterthur,1,Stadt,120,Lind,Schweiz,"Nord-, Mittel- und Westeuropa",4709,false
2022,230,Winterthur,1,Stadt,120,Lind,Serbien,Südosteuropa,34,false
2022,230,Winterthur,1,Stadt,120,Lind,Spanien,Südeuropa,41,false
2022,230,Winterthur,1,Stadt,120,Lind,Türkei,Osteuropa,46,false
2022,230,Winterthur,1,Stadt,120,Lind,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",73,false
2022,230,Winterthur,1,Stadt,120,Lind,übriges Südosteuropa,Südosteuropa,28,false
2022,230,Winterthur,1,Stadt,120,Lind,unbekannt,unbekannt,1,false
2022,230,Winterthur,1,Stadt,120,Lind,Westeuropa,"Nord-, Mittel- und Westeuropa",87,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Afrika,übrige Kontinente,63,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Amerika,übrige Kontinente,23,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Asien,übrige Kontinente,93,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Deutschland,"Nord-, Mittel- und Westeuropa",92,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Italien,Südeuropa,189,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Kosovo,Südosteuropa,60,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Mazedonien,Südosteuropa,41,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Österreich,"Nord-, Mittel- und Westeuropa",23,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Osteuropa und Russland,Osteuropa,39,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Portugal,Südeuropa,53,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Schweiz,"Nord-, Mittel- und Westeuropa",2206,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Serbien,Südosteuropa,40,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Spanien,Südeuropa,34,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Türkei,Osteuropa,35,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",51,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,übriges Südosteuropa,Südosteuropa,36,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,unbekannt,unbekannt,1,false
2022,230,Winterthur,6,Wülflingen,630,Lindenplatz,Westeuropa,"Nord-, Mittel- und Westeuropa",23,false
2022,230,Winterthur,6,Wülflingen,650,Neuburg,Amerika,übrige Kontinente,,true
2022,230,Winterthur,6,Wülflingen,650,Neuburg,Deutschland,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,650,Neuburg,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,650,Neuburg,Österreich,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,650,Neuburg,Schweiz,"Nord-, Mittel- und Westeuropa",156,false
2022,230,Winterthur,6,Wülflingen,650,Neuburg,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,650,Neuburg,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Afrika,übrige Kontinente,56,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Amerika,übrige Kontinente,35,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Asien,übrige Kontinente,102,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Australien und Ozeanien,übrige Kontinente,,true
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Deutschland,"Nord-, Mittel- und Westeuropa",220,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Italien,Südeuropa,103,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Kosovo,Südosteuropa,28,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Mazedonien,Südosteuropa,,true
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Österreich,"Nord-, Mittel- und Westeuropa",46,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Osteuropa und Russland,Osteuropa,38,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Portugal,Südeuropa,31,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Schweiz,"Nord-, Mittel- und Westeuropa",3151,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Serbien,Südosteuropa,33,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Spanien,Südeuropa,39,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Türkei,Osteuropa,35,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",50,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,übriges Südosteuropa,Südosteuropa,31,false
2022,230,Winterthur,1,Stadt,160,Neuwiesen,Westeuropa,"Nord-, Mittel- und Westeuropa",52,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Afrika,übrige Kontinente,,true
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Amerika,übrige Kontinente,,true
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Asien,übrige Kontinente,36,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Deutschland,"Nord-, Mittel- und Westeuropa",106,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Italien,Südeuropa,93,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Kosovo,Südosteuropa,50,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Mazedonien,Südosteuropa,32,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Nordeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Österreich,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Osteuropa und Russland,Osteuropa,,true
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Portugal,Südeuropa,,true
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Schweiz,"Nord-, Mittel- und Westeuropa",1595,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Serbien,Südosteuropa,,true
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Spanien,Südeuropa,,true
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Türkei,Osteuropa,38,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,übriges Mitteleuropa,"Nord-, Mittel- und Westeuropa",37,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,übriges Südosteuropa,Südosteuropa,26,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,unbekannt,unbekannt,3,false
2022,230,Winterthur,6,Wülflingen,640,Niederfeld,Westeuropa,"Nord-, Mittel- und Westeuropa",,true
2022,230,Winterthur,6,Wülflingen,620,Oberfeld,Afrika,übrige Kontinente,119,false
2022,230,Winterthur,6,Wülflingen,620,Oberfeld,Amerika,übrige Kontinente,48,false
2022,230,Winterthur,6,Wülflingen,620,Oberfeld,Asien,übrige Kontinente,198,false
2022,230,Winterthur,6,Wülflingen,620,Oberfeld,Australien und Ozeanien,übrige Kontinente,,true
2022,230,Winterthur,6,Wülflingen,620,Oberfeld,Bosnien u. Herzegowina,Südosteuropa,,true
2022,230,Winterthur,6,Wülflingen,620,Oberfeld,Deutschland,"Nord-, Mittel- und Westeuropa",271,false
2022,230,Winterthur,6,Wülflingen,620,Oberfeld,Italien,Südeuropa,302,false
2022,230,Winterthur,6,Wülflingen,620,Oberfeld,Kosovo,Südosteuropa,88,false
